fecha,codigo_indicador,indicador,formato,sistema_financiero,banca_publica,banca_privada,banca_nacional,banca_extranjera,companias_financieras
2021-08,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,35.72,,,,,
2021-08,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.63,,,,,
2021-08,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.38,,,,,
2021-08,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.21,,,,,
2021-08,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,75.81,,,,,
2021-08,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,100.95,,,,,
2021-08,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,38.83,,,,,
2021-08,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,10.7,,,,,
2021-08,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,37.59,,,,,
2021-08,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,30.56,,,,,
2021-08,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,16.82,,,,,
2021-08,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.49,,,,,
2021-08,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.62,,,,,
2021-08,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.77,,,,,
2021-08,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.43,,,,,
2021-08,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.84,,,,,
2021-08,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.5,,,,,
2021-08,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.5,,,,,
2021-08,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,44.46,,,,,
2021-08,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.56,,,,,
2021-08,800010500090,L9 - Liquidez con leliq y pases (%),P,61.98,,,,,
2021-09,800010100010,C1 - Apalancamiento (en veces),N,4.94,,,,,
2021-09,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.54,,,,,
2021-09,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.72,,,,,
2021-09,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.89,,,,,
2021-09,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.92,,,,,
2021-09,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.27,,,,,
2021-09,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.04,,,,,
2021-09,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,106.95,,,,,
2021-09,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.76,,,,,
2021-09,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,5.03,,,,,
2021-09,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,35.25,,,,,
2021-09,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.48,,,,,
2021-09,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.6,,,,,
2021-09,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.21,,,,,
2021-09,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,77.63,,,,,
2021-09,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,104.46,,,,,
2021-09,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,40.33,,,,,
2021-09,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,10.16,,,,,
2021-09,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,38.37,,,,,
2021-09,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,30.91,,,,,
2021-09,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.33,,,,,
2021-09,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.38,,,,,
2021-09,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.54,,,,,
2021-09,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.86,,,,,
2021-09,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.39,,,,,
2021-09,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.87,,,,,
2021-09,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.51,,,,,
2021-09,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.38,,,,,
2021-09,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,43.37,,,,,
2021-09,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.89,,,,,
2021-09,800010500090,L9 - Liquidez con leliq y pases (%),P,61.95,,,,,
2021-10,800010100010,C1 - Apalancamiento (en veces),N,4.97,,,,,
2021-10,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.31,,,,,
2021-10,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.83,,,,,
2021-10,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.75,,,,,
2021-10,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.78,,,,,
2021-10,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.1,,,,,
2021-10,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.22,,,,,
2021-10,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,108.21,,,,,
2021-10,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.63,,,,,
2021-10,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.87,,,,,
2021-10,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,29.92,,,,,
2021-10,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.44,,,,,
2021-10,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.3,,,,,
2021-10,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.18,,,,,
2021-10,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,78.57,,,,,
2021-10,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,109.6,,,,,
2021-10,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,42.42,,,,,
2021-10,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,9.99,,,,,
2021-10,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,38.76,,,,,
2021-10,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,31.17,,,,,
2021-10,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.7,,,,,
2021-10,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.35,,,,,
2021-10,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.52,,,,,
2021-10,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.92,,,,,
2021-10,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.36,,,,,
2021-10,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.87,,,,,
2021-10,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.53,,,,,
2021-10,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.34,,,,,
2021-10,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,43.19,,,,,
2021-10,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.23,,,,,
2021-10,800010500090,L9 - Liquidez con leliq y pases (%),P,62.28,,,,,
2021-11,800010100010,C1 - Apalancamiento (en veces),N,4.91,,,,,
2021-11,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.2,,,,,
2021-11,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.89,,,,,
2021-11,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.43,,,,,
2021-11,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.48,,,,,
2021-11,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.4,,,,,
2021-11,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.96,,,,,
2021-11,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,109.25,,,,,
2021-11,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.28,,,,,
2021-11,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.62,,,,,
2021-11,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,27.99,,,,,
2021-11,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.27,,,,,
2021-11,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.1,,,,,
2021-11,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.19,,,,,
2021-11,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,82.65,,,,,
2021-11,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,112.06,,,,,
2021-11,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,45.02,,,,,
2021-11,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,10.39,,,,,
2021-11,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,40.55,,,,,
2021-11,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,31.28,,,,,
2021-11,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.91,,,,,
2021-11,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.43,,,,,
2021-11,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.59,,,,,
2021-11,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,13.1,,,,,
2021-11,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.24,,,,,
2021-11,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.89,,,,,
2021-11,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.53,,,,,
2021-11,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.37,,,,,
2021-11,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,43.48,,,,,
2021-11,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.05,,,,,
2021-11,800010500090,L9 - Liquidez con leliq y pases (%),P,60.94,,,,,
2021-12,800010100010,C1 - Apalancamiento (en veces),N,5.03,,,,,
2021-12,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.0,,,,,
2021-12,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.99,,,,,
2021-12,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.18,,,,,
2021-12,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.22,,,,,
2021-12,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.14,,,,,
2021-12,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.23,,,,,
2021-12,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,110.89,,,,,
2021-12,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.15,,,,,
2021-12,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.26,,,,,
2021-12,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,27.53,,,,,
2021-12,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.11,,,,,
2021-12,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.36,,,,,
2021-12,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.04,,,,,
2021-12,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,78.87,,,,,
2021-12,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,120.53,,,,,
2021-12,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,47.02,,,,,
2021-12,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,8.32,,,,,
2021-12,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,38.66,,,,,
2021-12,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,31.65,,,,,
2021-12,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.17,,,,,
2021-12,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.36,,,,,
2021-12,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.28,,,,,
2021-12,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.75,,,,,
2021-12,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.15,,,,,
2021-12,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.9,,,,,
2021-12,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.55,,,,,
2021-12,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.02,,,,,
2021-12,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,39.53,,,,,
2021-12,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.79,,,,,
2021-12,800010500090,L9 - Liquidez con leliq y pases (%),P,61.32,,,,,
2022-01,800010100010,C1 - Apalancamiento (en veces),N,4.92,,,,,
2022-01,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.15,,,,,
2022-01,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.83,,,,,
2022-01,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.21,,,,,
2022-01,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.23,,,,,
2022-01,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.79,,,,,
2022-01,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.47,,,,,
2022-01,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,109.22,,,,,
2022-01,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.04,,,,,
2022-01,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.37,,,,,
2022-01,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,25.34,,,,,
2022-01,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.12,,,,,
2022-01,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.01,,,,,
2022-01,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.18,,,,,
2022-01,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,81.18,,,,,
2022-01,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,122.08,,,,,
2022-01,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,47.85,,,,,
2022-01,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,9.32,,,,,
2022-01,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,39.35,,,,,
2022-01,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,31.71,,,,,
2022-01,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.17,,,,,
2022-01,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.28,,,,,
2022-01,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.44,,,,,
2022-01,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.8,,,,,
2022-01,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.13,,,,,
2022-01,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.9,,,,,
2022-01,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.49,,,,,
2022-01,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.17,,,,,
2022-01,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,53.06,,,,,
2022-01,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.52,,,,,
2022-01,800010500090,L9 - Liquidez con leliq y pases (%),P,59.31,,,,,
2022-02,800010100010,C1 - Apalancamiento (en veces),N,4.8,,,,,
2022-02,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,2.11,,,,,
2022-02,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-0.97,,,,,
2022-02,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.04,,,,,
2022-02,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.1,,,,,
2022-02,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.18,,,,,
2022-02,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.24,,,,,
2022-02,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,111.44,,,,,
2022-02,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.89,,,,,
2022-02,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.24,,,,,
2022-02,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,24.26,,,,,
2022-02,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.06,,,,,
2022-02,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,16.12,,,,,
2022-02,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.16,,,,,
2022-02,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,83.35,,,,,
2022-02,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,125.57,,,,,
2022-02,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,49.28,,,,,
2022-02,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,8.81,,,,,
2022-02,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,39.88,,,,,
2022-02,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,31.76,,,,,
2022-02,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.21,,,,,
2022-02,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.11,,,,,
2022-02,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.37,,,,,
2022-02,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.79,,,,,
2022-02,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.1,,,,,
2022-02,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.91,,,,,
2022-02,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.42,,,,,
2022-02,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.07,,,,,
2022-02,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,55.99,,,,,
2022-02,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,25.5,,,,,
2022-02,800010500090,L9 - Liquidez con leliq y pases (%),P,58.11,,,,,
2022-03,800010100010,C1 - Apalancamiento (en veces),N,4.7,,,,,
2022-03,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,1.92,,,,,
2022-03,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.07,,,,,
2022-03,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.76,,,,,
2022-03,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.8,,,,,
2022-03,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.27,,,,,
2022-03,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,47.0,,,,,
2022-03,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,113.8,,,,,
2022-03,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.71,,,,,
2022-03,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.86,,,,,
2022-03,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,24.58,,,,,
2022-03,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.83,,,,,
2022-03,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,14.95,,,,,
2022-03,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.18,,,,,
2022-03,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,89.5,,,,,
2022-03,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,129.9,,,,,
2022-03,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,51.4,,,,,
2022-03,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,9.66,,,,,
2022-03,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,42.76,,,,,
2022-03,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,32.44,,,,,
2022-03,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.51,,,,,
2022-03,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,55.85,,,,,
2022-03,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.51,,,,,
2022-03,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,13.31,,,,,
2022-03,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.09,,,,,
2022-03,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.92,,,,,
2022-03,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.46,,,,,
2022-03,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.33,,,,,
2022-03,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,52.23,,,,,
2022-03,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,24.53,,,,,
2022-03,800010500090,L9 - Liquidez con leliq y pases (%),P,53.8,,,,,
2022-04,800010100010,C1 - Apalancamiento (en veces),N,4.64,,,,,
2022-04,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,1.99,,,,,
2022-04,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.14,,,,,
2022-04,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.44,,,,,
2022-04,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.47,,,,,
2022-04,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.6,,,,,
2022-04,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,45.78,,,,,
2022-04,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,116.35,,,,,
2022-04,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.49,,,,,
2022-04,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.42,,,,,
2022-04,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,16.69,,,,,
2022-04,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.6,,,,,
2022-04,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,14.36,,,,,
2022-04,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.11,,,,,
2022-04,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,94.7,,,,,
2022-04,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,137.84,,,,,
2022-04,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,54.17,,,,,
2022-04,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,9.72,,,,,
2022-04,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,45.08,,,,,
2022-04,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,32.9,,,,,
2022-04,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.93,,,,,
2022-04,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,55.86,,,,,
2022-04,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,1.53,,,,,
2022-04,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,13.73,,,,,
2022-04,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.08,,,,,
2022-04,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.93,,,,,
2022-04,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.48,,,,,
2022-04,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,2.42,,,,,
2022-04,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,56.34,,,,,
2022-04,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,23.07,,,,,
2022-04,800010500090,L9 - Liquidez con leliq y pases (%),P,58.11,,,,,
2022-05,800010100010,C1 - Apalancamiento (en veces),N,4.63,,,,,
2022-05,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 5 (%),P,1.91,,,,,
2022-05,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 5 (%),P,-1.19,,,,,
2022-05,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.25,,,,,
2022-05,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.27,,,,,
2022-05,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.96,,,,,
2022-05,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.39,,,,,
2022-05,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,118.15,,,,,
2022-05,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.31,,,,,
2022-05,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.22,,,,,
2022-05,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,22.77,,,,,
2022-05,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.46,,,,,
2022-05,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,14.61,,,,,
2022-05,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,6.13,,,,,
2022-05,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,96.48,,,,,
2022-05,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,145.33,,,,,
2022-05,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,57.26,,,,,
2022-05,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,9.6,,,,,
2022-05,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,46.56,,,,,
2022-05,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,33.59,,,,,
2022-05,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,19.6,,,,,
2022-05,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.41,,,,,
